reference,answer type,answer,query
000000,,protocols,ntlm -- ntlm nt lan manager is a suite of microsoft security @placeholder that provides authentication integrity and confidentiality to users .
000000,,console,conemu -- conemu short for console emulator is a @placeholder window terminal-emulator and tabbed environment for windows .
000000,,jvm,jni -- the java native interface jni gives both the ability for @placeholder implementations to run system native-code and the ability for native-code to run java code by creating new jvm instances .
000000,,sdn,opendaylight -- the opendaylight project is a collaborative open-source project that aims to accelerate adoption of software-defined networking @placeholder and create a solid foundation for network functions virtualization nfv for a more transparent approach that fosters new innovation and reduces risk .
000000,,mobile-application,couchdb-lite -- couchdb-lite or couchbase-lite is an ultra-lightweight reliable secure json database built for online offline @placeholder needs .
000000,,iis-7,web-farm-framework -- web-farm-framework is the name of the framework for @placeholder for web server clustering .
000000,,tcl,tclws -- web-services for tcl tclws is a soap http library for @placeholder .
000000,,perl,xml-simple -- the simple libraries for working with xml in ruby or @placeholder .
000000,,default,xls -- xls is the file extension for files created using the @placeholder format of microsoft excel prior to excel-2007 .
000000,,email,rfc822 -- rfc822 is the historical original standard for the format of @placeholder messages .
000000,,cluster-analysis,elki -- elki is an open-source data-mining software with the focus on @placeholder and outlier detection .
000000,,javascript,jsreport -- jsreport is an open-source reporting platform where reports are designed using popular @placeholder templating engines .
000000,,open-source,msbuildextensionpack -- the msbuild extension pack is an @placeholder collection of tasks that can be plugged into the microsoft build-automation system .
000000,,roslyn,duocode -- duocode is a fully-featured c compiler powered by microsoft @placeholder and integrated in visual studio.it cross-compiles your c 6.0 code into high-quality readable javascript code enabling rapid development of web-applications utilizing the extensive features of the c language the visual-studio ide and the .net framework base-class libraries .
000000,,mongodb,mongolab -- mongolab rebranded as mlab is a fully-managed mongodb database-as-a-service dbaas platform that automates the operational aspects of running @placeholder in the cloud .
000000,,programming-languages,smalltalk -- smalltalk is one of the oldest object-oriented @placeholder .
000000,,server-side,jmsjobqueuebundle -- a bundle for the symfony 2-framework that allows you to schedule symfony-console command as @placeholder jobs .
000000,,globalization,icu -- the international components for unicode cross-platform open-source c c++ and java libraries for unicode and @placeholder support .
000000,,otp,zotonic -- zotonic is both a content-management-system and a web framework written in erlang @placeholder anddepends on several open-source products like jquery postgresql db e.t.c .
000000,,toolkit,fltk -- fltk pronounced fulltick is a cross-platform c++ gui @placeholder for unix linux x11 microsoft windows and mac os x .
000000,,tga,graphicex -- graphicex is a free delphi library to load various image-formats png gif tiff @placeholder bmp dib and many more including some rather seldomly used types like sgi cut rla pcd and others .
000000,,xpath,nokogiri -- an html xml sax and reader parser for ruby with the ability to search documents via @placeholder or css3 selectors and much more .
000000,,formatting,autoformatting -- a software feature commonly found in word processor programs such as microsoft word that automatically changes the @placeholder or appearance of text .
000000,,server,otp -- otp is the open-source distribution of erlang and an application @placeholder written in erlang .
000000,,templating,nunjucks -- a rich and powerful @placeholder language for javascript .
000000,,cryptography,jasypt -- jasypt is a java-based encryption library designed for ease of use with minimum necessary knowledge of how @placeholder works .
000000,,android,rajawali -- rajawali is a 3d engine for @placeholder based on opengl-es-2 .0 3.0 .
